run_id,cycle_id,RRN,Amount,Transaction_Date,Source,Exception_Type,Ageing_Days,Ageing_Bucket
RUN_20260108_023831,,870407576186510.0,31283.96,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,449234853201818.0,45995.51,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,40574014435899.0,12061.68,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,520466248803055.0,46047.03,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,353750877486221.0,36500.62,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,160867085923497.0,8199.99,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,599783974811333.0,8956.26,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,608658402368981.0,49070.88,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,410571542751463.0,48593.17,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,206599738905441.0,10267.67,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,359030723179536.0,42547.18,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,565655327368936.0,4530.14,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,437286296653523.0,5104.35,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,876569062357661.0,18618.26,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,65977609295885.0,30709.19,2026-01-07,SWITCH,SWITCH_ONLY,1,0-1 days
RUN_20260108_023831,,707798402842930,27720.28,2026-01-07,NPCI,NPCI_DECLINED,1,0-1 days
RUN_20260108_023831,,670919890415906,48657.61,2026-01-07,NPCI,NPCI_DECLINED,1,0-1 days
RUN_20260108_023831,,526989585658777,43722.42,2026-01-07,NPCI,NPCI_DECLINED,1,0-1 days
RUN_20260108_023831,,282745500356704,23734.76,2026-01-07,NPCI,TCC_102,1,0-1 days
RUN_20260108_023831,,571606489892148,43254.72,2026-01-07,NPCI,NPCI_DECLINED,1,0-1 days
RUN_20260108_023831,,838792402362104,36034.43,2026-01-07,NPCI,TCC_102,1,0-1 days
RUN_20260108_023831,,392960566229566,31709.81,2026-01-07,NPCI,TCC_102,1,0-1 days
RUN_20260108_023831,,223965095222471,5619.32,2026-01-07,NPCI,NPCI_DECLINED,1,0-1 days
RUN_20260108_023831,,784302909823978,30895.58,2026-01-07,NPCI,relaxed_match_i,1,0-1 days
RUN_20260108_023831,,802718776723167,43246.88,2026-01-07,NPCI,TCC_102,1,0-1 days
RUN_20260108_023831,,565655327368936,4530.14,2026-01-07,NPCI,NPCI_DECLINED,1,0-1 days
RUN_20260108_023831,,44930464671025,15450.21,2026-01-07,NPCI,NPCI_DECLINED,1,0-1 days
RUN_20260108_023831,,517277520467920,9050.49,2026-01-07,NPCI,NPCI_DECLINED,1,0-1 days
RUN_20260108_023831,,407176600663745,11534.6,2026-01-07,NPCI,NPCI_DECLINED,1,0-1 days
RUN_20260108_023831,,595544384135654,28756.62,2026-01-07,NPCI,TCC_103,1,0-1 days
RUN_20260108_023831,,321172428771770,11746.16,2026-01-07,NPCI,NPCI_DECLINED,1,0-1 days
RUN_20260108_023831,,601396350788097,42622.6,2026-01-07,NPCI,NPCI_DECLINED,1,0-1 days
RUN_20260108_023831,,810297996855789,6226.44,2026-01-07,NPCI,relaxed_match_i,1,0-1 days
RUN_20260108_023831,,427767666185489,2191.93,2026-01-07,NPCI,TCC_102,1,0-1 days
RUN_20260108_023831,,682973676677530,7218.14,2026-01-07,NPCI,TCC_102,1,0-1 days
RUN_20260108_023831,,614039536387408,19701.25,2026-01-07,NPCI,NPCI_DECLINED,1,0-1 days
RUN_20260108_023831,,119817737461359,37724.75,2026-01-07,NPCI,relaxed_match_i,1,0-1 days
RUN_20260108_023831,,677822434302673,4084.28,2026-01-07,NPCI,NPCI_DECLINED,1,0-1 days
RUN_20260108_023831,,283076387138985,14926.63,2026-01-07,NPCI,NPCI_DECLINED,1,0-1 days
RUN_20260108_023831,,845425078880052,18809.0,2026-01-07,NPCI,TCC_102,1,0-1 days
RUN_20260108_023831,,74528832523934,28286.87,2026-01-07,NPCI,NPCI_DECLINED,1,0-1 days
RUN_20260108_023831,,939137394285359,23520.64,2026-01-07,NPCI,TCC_102,1,0-1 days
RUN_20260108_023831,,179770727206845,28028.77,2026-01-07,NPCI,relaxed_match_i,1,0-1 days
RUN_20260108_023831,,963744231146471,18062.63,2026-01-07,NPCI,relaxed_match_i,1,0-1 days
RUN_20260108_023831,,213814136842199,6220.62,2026-01-07,NPCI,NPCI_DECLINED,1,0-1 days
RUN_20260108_023831,,463561228146473,48619.26,2026-01-07,NPCI,NPCI_DECLINED,1,0-1 days
RUN_20260108_023831,,464213851005456,40101.73,2026-01-07,NPCI,TCC_102,1,0-1 days
RUN_20260108_023831,,608658402368981,49070.88,2026-01-07,NPCI,TCC_102,1,0-1 days
RUN_20260108_023831,,726781480912892,40550.23,2026-01-07,NPCI,NPCI_DECLINED,1,0-1 days
RUN_20260108_023831,,598006253993418,34784.36,2026-01-07,NPCI,TCC_102,1,0-1 days
RUN_20260108_023831,,789578694607935,48479.73,2026-01-07,NPCI,TCC_102,1,0-1 days
RUN_20260108_023831,,841073099205820,45939.25,2026-01-07,NPCI,relaxed_match_i,1,0-1 days
RUN_20260108_023831,,128986668408249,16139.81,2026-01-07,NPCI,relaxed_match_i,1,0-1 days
RUN_20260108_023831,,16626524212080,20227.1,2026-01-07,NPCI,NPCI_DECLINED,1,0-1 days
RUN_20260108_023831,,420999055826301,41567.57,2026-01-07,NPCI,NPCI_DECLINED,1,0-1 days
RUN_20260108_023831,,555660697416872,11153.95,2026-01-07,NPCI,NPCI_DECLINED,1,0-1 days
RUN_20260108_023831,,180135033319876,20834.21,2026-01-07,NPCI,TCC_102,1,0-1 days
RUN_20260108_023831,,901396243705095,16628.67,2026-01-07,NPCI,relaxed_match_i,1,0-1 days
RUN_20260108_023831,,80401686170027,15716.02,2026-01-07,NPCI,TCC_102,1,0-1 days
RUN_20260108_023831,,754052515641528,28123.67,2026-01-07,NPCI,TCC_102,1,0-1 days
